OBJECTID,Juvenile_race_ethnicity,Juvenile_gender,status,status_reason,intake_date,CreationDate,Creator,EditDate,Editor
1851,Black,Female,Rejected at Screening,Previous Charges,2013-12-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1852,White,Male,Inactive-successful,,2013-12-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1853,Asian,Male,Rejected at Screening,Unwilling To Participate,2013-12-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1854,Black,Female,Rejected at Screening,UNABLE TO CONTACT,2013-12-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1855,Black,Male,Rejected at screening,Unwilling To Participate,2013-12-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1856,Black,Male,Inactive-Unsuccessful,New Charge,2013-12-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1857,Asian,Female,Inactive-successful,,2013-12-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1858,Black,Female,Rejected at Screening,Unwilling To Participate,2013-12-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1859,Hispanic,Female,Inactive-successful,,2013-12-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1860,Black,Male,Inactive-successful,,2013-12-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1861,Black,Male,Rejected at Screening,Previous Charges,2013-12-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1862,Black,Female,Inactive-successful,,2013-12-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1863,White,Male,Inactive-successful,,2013-12-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1864,White,Female,Inactive-successful,NO FURTHER ACTION,2013-12-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1865,Black,Male,Inactive-successful,,2013-12-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1866,Black,Male,Rejected at Screening,Previous Charges,2013-12-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1867,Black,Male,Inactive-successful,,2013-12-27T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1868,Black,Male,Inactive-successful,NO FURTHER ACTION,2013-12-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1869,Black,Male,Inactive-successful,,2013-12-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1870,Black,Female,Rejected at screening,New Charge,2013-12-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1871,Black,Female,Rejected at Screening,Unwilling To Participate,2013-12-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1872,White,Female,Inactive-successful,,2013-12-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1873,Black,Male,Inactive-successful,,2013-12-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1874,Hispanic,Female,Inactive-Unsuccessful,New Charge,2013-12-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1875,Black,Male,Rejected at Screening,UNABLE TO CONTACT,2013-12-16T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1876,White,Male,Inactive-successful,,2013-12-16T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1877,Black,Male,Rejected at Screening,Unwilling To Participate,2013-12-16T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1878,Black,Male,Inactive-successful,,2013-12-16T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1879,Black,Male,Inactive-successful,,2013-12-16T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1880,Black,Male,Inactive-successful,,2013-12-16T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1881,Hispanic,Male,Rejected at Screening,Unwilling To Participate,2013-12-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1882,White,Female,Inactive-successful,,2013-12-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1883,Black,Male,Rejected at Screening,Unable to Make Contact,2013-12-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1884,Black,Male,Inactive-successful,,2013-12-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1885,White,Female,Rejected at Screening,Previous Charges,2013-12-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1886,Black,Female,Inactive-successful,,2013-12-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1887,Asian,Male,Inactive-successful,,2013-12-12T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1888,Black,Male,Rejected at Screening,New Charge,2013-12-12T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1889,White,Female,Inactive-successful,NO FURTHER ACTION,2013-12-12T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1890,Black,Male,Inactive-successful,,2013-12-12T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1891,Black,Male,Inactive-successful,,2013-12-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1892,Black,Female,Inactive-successful,,2013-12-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1893,Black,Male,Inactive-successful,,2013-12-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1894,Black,Male,Inactive-successful,,2013-12-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1895,Black,Female,Inactive-successful,NO FURTHER ACTION,2013-12-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1896,Black,Female,Inactive-successful,,2013-12-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1897,Black,Female,Inactive-successful,,2013-12-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1898,Black,Male,Inactive-successful,,2013-12-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1899,Black,Female,Inactive-successful,,2013-12-07T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1900,Black,Male,Inactive-successful,,2013-12-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1901,Black,Male,Inactive-successful,,2013-12-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1902,Black,Female,Inactive-successful,,2013-12-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1903,Black,Female,Inactive-successful,,2013-12-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1904,Black,Female,Inactive-successful,,2013-12-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1905,Black,Male,Rejected at screening,Unwilling To Participate,2013-12-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1906,Black,Male,Inactive-successful,,2013-12-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1907,Hispanic,Male,Inactive-successful,,2013-12-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1908,Black,Male,Inactive-successful,,2013-12-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1909,White,Male,Inactive-successful,,2013-12-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1910,Black,Male,Inactive-successful,,2013-12-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1911,Black,Female,Rejected at screening,Previous Charges,2013-12-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1912,White,Female,Inactive-Unsuccessful,Moved Out of Town,2013-12-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1913,Black,Female,Inactive-successful,,2013-12-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1914,Black,Male,Inactive-successful,NO FURTHER ACTION,2013-12-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1915,Black,Female,Rejected at Screening,Unwilling To Participate,2013-12-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1916,Black,Female,Inactive-successful,,2013-12-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1917,Black,Male,Inactive-successful,,2013-12-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1918,Black,Male,Inactive-successful,,2013-12-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1919,Black,Male,Inactive-successful,,2013-12-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1920,Black,Male,Inactive-successful,,2013-12-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1921,Black,Female,Rejected at Screening,Arrested,2013-12-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1922,Black,Female,Inactive-Unsuccessful,Unwilling To Participate,2013-12-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1923,Black,Male,Rejected at Screening,Restitution involved,2013-12-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1924,Black,Female,Inactive-successful,,2013-12-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1925,Black,Female,Inactive-successful,NO FURTHER ACTION,2013-12-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1926,White,Male,Inactive-successful,,2013-12-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1927,White,Female,Inactive-Unsuccessful,Unwilling To Participate,2013-12-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1928,Black,Female,Rejected at Screening,Arrested,2013-12-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1929,Black,Female,Inactive-successful,,2013-12-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1930,Black,Male,Inactive-successful,NO FURTHER ACTION,2013-12-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1931,Hispanic,Male,Inactive-successful,NO FURTHER ACTION,2013-12-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1932,Black,Male,Inactive-successful,,2013-12-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1933,Black,Female,Rejected at Screening,Arrested,2013-12-01T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1934,Black,Male,Inactive-Unsuccessful,Previous Charges,2013-11-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1935,Black,Male,Inactive-successful,NO FURTHER ACTION,2013-11-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1936,Black,Male,Inactive-successful,,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1937,Black,Male,Inactive-successful,,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1938,Black,Male,Inactive-successful,,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1939,Black,Male,Rejected at screening,Unwilling To Participate,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1940,Black,Male,Inactive-successful,,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1941,Black,Male,Inactive-successful,,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1942,White,Male,Rejected at Screening,Unwilling To Participate,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1943,White,Male,Rejected at Screening,Inappropriate for services,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1944,Black,Female,Inactive-Unsuccessful,Inelligible Referral,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1945,Black,Female,Inactive-successful,NO FURTHER ACTION,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1946,Black,Male,Inactive-Unsuccessful,Moved Out of Town,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1947,Black,Female,Rejected at Screening,Unable to Contact,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1948,White,Female,Inactive-successful,,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1949,Black,Female,Rejected at Screening,Uwilling To Participate,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1950,Black,Female,Inactive-successful,,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1951,White,Female,Inactive-successful,NO FURTHER ACTION,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1952,Black,Female,Inactive-successful,NO FURTHER ACTION,2013-11-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1953,Black,Female,Rejected at Screening,Moved Out of Town,2013-11-23T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1954,Black,Male,Inactive-successful,,2013-11-22T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1955,Black,Male,Inactive-successful,NO FURTHER ACTION,2013-11-22T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1956,Black,Male,Rejected at Screening,REROUTED TIME FRAME IS TO FAR OCCURANCE,2013-11-22T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1957,Black,Male,Inactive-successful,NO FURTHER ACTION,2013-11-21T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1958,Black,Male,Inactive-successful,NO FURTHER ACTION,2013-11-21T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1959,Black,Male,Inactive-Unsuccessful,Unwilling To Participate,2013-11-21T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1960,Black,Female,Inactive-Unsuccessful,Unwilling To Participate,2013-11-21T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1961,White,Male,Inactive-successful,,2013-11-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1962,Black,Male,Rejected at Screening,Unwilling To Participate,2013-11-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1963,Black,Male,Rejected at Screening,Unwilling To Participate,2013-11-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1964,Black,Male,Rejected at Screening,Unable to contact,2013-11-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1965,Black,Female,Inactive-successful,NO FURTHER ACTION,2013-11-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1966,Black,Female,Inactive-successful,NO FURTHER ACTION,2013-11-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1967,Hispanic,Male,Rejected at Screening,UNABLE TO CONTACT,2013-11-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1968,Hispanic,Male,Inactive-Unsuccessful,Unwilling To Participate,2013-11-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1969,White,Male,Inactive-successful,,2013-11-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1970,Black,Female,Rejected at Screening,Moved Out of Town,2013-11-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1971,Black,Female,Inactive-successful,,2013-11-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1972,Black,Male,Rejected at Screening,Unwilling To Participate,2013-11-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1973,Hispanic,Male,Inactive-successful,,2013-11-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1974,Hispanic,Male,Inactive-successful,,2013-11-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1975,White,Female,Inactive-successful,,2013-11-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1976,Black,Male,Inactive-successful,,2013-11-14T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
